Marker ID,Latitude,Longitude,Altitude,Dist(m),Frame
37,-35.349651060005634,149.14812052144165,198.33284259061162,560.655557040074,154
0,-35.347133490999944,149.15098508694606,91.3634948130184,565.202984847269,990
